"","GSM3317067","GSM3317068","GSM3317069","GSM3317070","GSM3317071","GSM3317072"
"ENSMUSG00000082969",0,0,0,0,0,0
"ENSMUSG00000082970",0,0,0,0,0,0
"ENSMUSG00000082971",0,0,0,0,0,0
"ENSMUSG00000082973",0,0,0,0,0,0
"ENSMUSG00000082974",0,0,0,0,0,0
"ENSMUSG00000082975",0,0,0,0,0,0
"ENSMUSG00000082976",0,0,0,0,0,0
"ENSMUSG00000082977",0,0,0,0,0,0
"ENSMUSG00000082978",0,0,0,0,0,0
"ENSMUSG00000082980",0,0,0,0,0,0
"ENSMUSG00000082981",0,0,0,0,0,0
"ENSMUSG00000082982",0,0,0,0,0,0
"ENSMUSG00000082983",0,0,0,0,0,0
"ENSMUSG00000082985",0,0,0,0,0,0
"ENSMUSG00000082986",0,0,0,0,0,0
"ENSMUSG00000082987",0,0,0,0,0,0
"ENSMUSG00000082988",2,0,1,1,1,0
"ENSMUSG00000082989",0,0,0,0,0,0
"ENSMUSG00000082990",0,0,1,0,0,0
"ENSMUSG00000082991",0,0,0,0,0,0
"ENSMUSG00000082993",0,0,0,0,0,0
"ENSMUSG00000082994",0,0,9,3,0,0
"ENSMUSG00000082995",0,0,0,0,0,0
"ENSMUSG00000082996",0,0,0,0,0,0
"ENSMUSG00000082997",0,0,0,0,0,0
"ENSMUSG00000082998",0,1,0,1,0,1
"ENSMUSG00000083000",0,0,0,0,0,0
"ENSMUSG00000083001",0,0,0,0,0,0
"ENSMUSG00000083004",0,0,0,0,0,0
"ENSMUSG00000083005",0,0,0,0,0,0
"ENSMUSG00000083006",0,0,0,0,0,0
"ENSMUSG00000083007",2,0,0,0,0,0
"ENSMUSG00000083008",0,0,0,0,0,0
"ENSMUSG00000083009",0,2,0,7,0,0
"ENSMUSG00000083010",0,0,0,0,0,0
"ENSMUSG00000083011",0,0,0,0,0,0
"ENSMUSG00000083012",3,9,2,0,6,12
"ENSMUSG00000083013",0,0,0,0,0,0
"ENSMUSG00000083014",0,0,0,0,0,0
"ENSMUSG00000083015",0,0,0,0,0,0
"ENSMUSG00000083016",0,0,0,0,0,0
"ENSMUSG00000083017",0,0,0,0,0,0
"ENSMUSG00000083018",0,0,0,0,0,0
"ENSMUSG00000083019",0,0,1,0,0,2
"ENSMUSG00000083020",0,0,0,0,0,0
"ENSMUSG00000083022",16,9,12,10,11,15
"ENSMUSG00000083023",0,0,0,0,0,0
"ENSMUSG00000083024",0,0,0,0,0,0
"ENSMUSG00000083025",0,0,0,0,0,0
"ENSMUSG00000083026",0,0,0,0,0,0
"ENSMUSG00000083027",5,19,10,13,23,37
"ENSMUSG00000083029",0,0,0,0,0,0
"ENSMUSG00000083030",0,0,0,0,0,0
"ENSMUSG00000083031",0,0,0,0,0,0
"ENSMUSG00000083032",3,0,3,2,10,1
"ENSMUSG00000083033",0,0,0,0,0,0
"ENSMUSG00000083034",0,0,0,0,0,0
"ENSMUSG00000083036",0,0,0,0,0,0
"ENSMUSG00000083037",0,0,0,0,0,0
"ENSMUSG00000083038",0,0,0,0,0,0
"ENSMUSG00000083039",0,0,0,0,0,0
"ENSMUSG00000083041",0,0,0,1,0,0
"ENSMUSG00000083042",0,0,0,0,0,0
"ENSMUSG00000083043",0,0,0,0,0,0
"ENSMUSG00000083044",2,0,0,0,0,0
"ENSMUSG00000083045",0,0,0,0,0,0
"ENSMUSG00000083046",0,0,0,0,0,0
"ENSMUSG00000083047",0,0,0,0,0,0
"ENSMUSG00000083049",0,0,0,0,0,0
"ENSMUSG00000083050",0,0,0,0,0,0
"ENSMUSG00000083052",0,0,0,0,0,0
"ENSMUSG00000083053",0,0,0,0,0,0
"ENSMUSG00000083054",0,0,0,0,0,0
"ENSMUSG00000083055",0,0,0,0,0,0
"ENSMUSG00000083057",0,0,0,0,0,0
"ENSMUSG00000083058",0,0,0,0,0,0
"ENSMUSG00000083059",0,0,0,0,0,0
"ENSMUSG00000083060",0,0,0,0,0,0
"ENSMUSG00000083061",0,0,0,0,0,0
"ENSMUSG00000083062",0,0,0,0,0,0
"ENSMUSG00000083063",0,0,0,0,0,0
"ENSMUSG00000083064",7,3,3,3,6,8
"ENSMUSG00000083065",0,1,0,0,0,0
"ENSMUSG00000083066",0,0,0,0,0,0
"ENSMUSG00000083067",0,0,0,0,0,0
"ENSMUSG00000083068",0,0,0,0,0,0
"ENSMUSG00000083069",0,0,0,0,0,0
"ENSMUSG00000083070",0,0,0,0,0,0
"ENSMUSG00000083072",0,0,2,0,0,0
"ENSMUSG00000083073",0,0,0,0,0,0
"ENSMUSG00000083074",0,0,0,1,0,0
"ENSMUSG00000083075",0,0,0,0,0,0
"ENSMUSG00000083076",0,0,0,0,0,0
"ENSMUSG00000083077",0,1,0,0,0,0
"ENSMUSG00000083078",0,0,0,0,0,0
"ENSMUSG00000083079",1,0,0,0,0,0
"ENSMUSG00000083080",0,0,0,0,0,0
"ENSMUSG00000083081",0,0,0,0,0,0
"ENSMUSG00000083083",0,0,0,0,0,0
"ENSMUSG00000083084",0,0,0,0,0,0
"ENSMUSG00000083085",0,0,0,0,0,0
"ENSMUSG00000083086",0,0,0,0,0,0
"ENSMUSG00000083087",1,2,3,1,6,1
"ENSMUSG00000083088",0,0,0,0,0,3
"ENSMUSG00000083089",0,0,0,0,0,0
"ENSMUSG00000083090",0,0,0,1,0,0
"ENSMUSG00000083091",0,0,0,0,0,0
"ENSMUSG00000083093",0,0,0,0,0,0
"ENSMUSG00000083094",0,0,0,0,0,0
"ENSMUSG00000083096",3,0,0,0,0,1
"ENSMUSG00000083097",0,0,0,1,0,0
"ENSMUSG00000083098",0,0,0,0,0,0
"ENSMUSG00000083099",0,0,0,0,0,0
"ENSMUSG00000083100",0,0,0,0,0,0
"ENSMUSG00000083101",0,0,2,0,0,0
"ENSMUSG00000083103",0,0,0,0,0,0
"ENSMUSG00000083104",0,0,0,0,0,0
"ENSMUSG00000083105",0,0,0,0,0,0
"ENSMUSG00000083106",0,0,0,0,0,0
"ENSMUSG00000083107",0,0,0,0,0,0
"ENSMUSG00000083109",0,0,0,0,0,0
"ENSMUSG00000083110",0,0,0,0,0,0
"ENSMUSG00000083111",4,2,4,0,3,0
"ENSMUSG00000083112",1,2,0,0,0,0
"ENSMUSG00000083113",0,0,2,0,0,0
"ENSMUSG00000083114",6,1,4,7,0,3
"ENSMUSG00000083115",0,0,0,0,0,0
"ENSMUSG00000083116",0,0,1,0,0,0
"ENSMUSG00000083117",0,0,0,0,0,0
"ENSMUSG00000083118",0,0,0,0,0,0
"ENSMUSG00000083119",0,0,0,0,0,0
"ENSMUSG00000083120",0,0,0,0,0,0
"ENSMUSG00000083121",0,0,0,0,0,0
"ENSMUSG00000083122",0,0,0,0,0,0
"ENSMUSG00000083123",0,0,0,0,0,0
"ENSMUSG00000083124",0,0,0,0,0,0
"ENSMUSG00000083126",0,0,0,0,0,0
"ENSMUSG00000083127",0,0,0,0,0,0
"ENSMUSG00000083128",0,0,0,0,0,0
"ENSMUSG00000083129",0,0,0,0,0,0
"ENSMUSG00000083130",0,0,0,0,0,0
"ENSMUSG00000083135",0,0,0,0,0,0
"ENSMUSG00000083136",0,0,0,0,0,0
"ENSMUSG00000083137",0,0,0,0,0,0
"ENSMUSG00000083138",0,0,0,0,0,0
"ENSMUSG00000083139",0,0,1,0,1,0
"ENSMUSG00000083140",0,0,0,0,0,0
"ENSMUSG00000083141",0,0,0,0,0,0
"ENSMUSG00000083142",0,0,0,0,0,0
"ENSMUSG00000083143",0,0,0,0,0,0
"ENSMUSG00000083144",0,0,0,0,0,0
"ENSMUSG00000083145",0,0,0,0,0,0
"ENSMUSG00000083147",5,6,16,0,0,4
"ENSMUSG00000083149",3,0,15,0,18,8
"ENSMUSG00000083150",0,0,0,0,0,0
"ENSMUSG00000083151",0,0,0,0,0,0
"ENSMUSG00000083152",1,2,1,2,0,1
"ENSMUSG00000083153",0,0,0,0,0,0
"ENSMUSG00000083154",0,0,1,0,7,4
"ENSMUSG00000083155",0,0,0,0,0,0
"ENSMUSG00000083156",0,0,0,0,0,0
"ENSMUSG00000083157",0,0,0,0,0,0
"ENSMUSG00000083158",0,0,0,0,0,0
"ENSMUSG00000083159",0,0,0,0,0,0
"ENSMUSG00000083160",0,0,0,0,0,0
"ENSMUSG00000083161",0,0,0,0,0,0
"ENSMUSG00000083162",0,0,0,0,0,0
"ENSMUSG00000083163",0,0,0,0,0,1
"ENSMUSG00000083165",2,0,0,0,0,0
"ENSMUSG00000083166",0,0,0,0,0,0
"ENSMUSG00000083167",0,0,0,0,0,0
"ENSMUSG00000083168",0,0,0,3,0,1
"ENSMUSG00000083169",0,0,0,1,0,0
"ENSMUSG00000083170",0,0,0,0,0,0
"ENSMUSG00000083171",1,1,0,0,0,0
"ENSMUSG00000083172",0,0,0,0,0,0
"ENSMUSG00000083173",0,0,0,0,0,0
"ENSMUSG00000083174",2,0,0,0,3,0
"ENSMUSG00000083175",0,0,1,0,0,0
"ENSMUSG00000083176",0,0,0,0,0,0
"ENSMUSG00000083177",0,0,0,0,0,0
"ENSMUSG00000083178",0,0,0,0,0,0
"ENSMUSG00000083179",2,0,1,0,1,0
"ENSMUSG00000083180",0,0,0,0,0,0
"ENSMUSG00000083181",0,0,0,0,0,0
"ENSMUSG00000083182",2,3,0,0,0,0
"ENSMUSG00000083183",0,0,0,0,0,0
"ENSMUSG00000083185",0,0,0,0,0,0
"ENSMUSG00000083186",0,0,0,0,0,0
"ENSMUSG00000083188",0,0,0,0,0,0
"ENSMUSG00000083190",0,0,0,0,0,0
"ENSMUSG00000083191",2,3,7,0,7,5
"ENSMUSG00000083193",0,1,0,0,10,0
"ENSMUSG00000083195",0,0,0,0,0,0
"ENSMUSG00000083196",0,0,0,0,0,0
"ENSMUSG00000083197",0,0,0,0,0,0
"ENSMUSG00000083199",0,0,0,0,0,0
"ENSMUSG00000083200",0,0,2,0,0,0
"ENSMUSG00000083201",0,0,0,0,0,0
"ENSMUSG00000083202",0,0,0,0,0,0
"ENSMUSG00000083203",0,0,0,0,0,0
"ENSMUSG00000083204",0,0,0,0,0,0
"ENSMUSG00000083205",0,0,0,0,0,0
"ENSMUSG00000083206",0,0,0,0,0,0
"ENSMUSG00000083207",0,0,0,0,0,0
"ENSMUSG00000083208",0,0,0,0,0,0
"ENSMUSG00000083209",2,0,0,0,0,0
"ENSMUSG00000083210",0,1,0,1,0,5
"ENSMUSG00000083211",0,0,0,0,0,0
"ENSMUSG00000083212",0,0,0,0,0,0
"ENSMUSG00000083213",0,0,0,0,0,0
"ENSMUSG00000083214",0,0,0,0,0,0
"ENSMUSG00000083215",1,0,0,0,0,1
"ENSMUSG00000083216",0,0,0,0,0,0
"ENSMUSG00000083218",0,0,0,0,0,0
"ENSMUSG00000083219",0,0,0,0,0,0
"ENSMUSG00000083220",1,6,2,10,1,2
"ENSMUSG00000083221",0,0,0,0,0,0
"ENSMUSG00000083222",1,1,3,5,1,3
"ENSMUSG00000083223",0,0,0,0,0,0
"ENSMUSG00000083224",0,0,0,0,0,0
"ENSMUSG00000083225",0,0,0,0,0,0
"ENSMUSG00000083226",1,0,2,2,2,6
"ENSMUSG00000083227",2,1,6,5,2,3
"ENSMUSG00000083228",7,10,9,8,20,25
"ENSMUSG00000083229",0,0,0,0,0,0
"ENSMUSG00000083230",0,1,2,1,0,0
"ENSMUSG00000083231",0,0,0,0,0,0
"ENSMUSG00000083232",0,0,0,0,0,0
"ENSMUSG00000083233",0,0,0,0,0,0
"ENSMUSG00000083234",0,0,0,0,0,0
"ENSMUSG00000083235",0,0,0,0,0,0
"ENSMUSG00000083236",0,0,0,0,1,1
"ENSMUSG00000083237",0,0,0,0,0,0
"ENSMUSG00000083238",0,1,0,0,0,1
"ENSMUSG00000083239",0,0,0,0,0,0
"ENSMUSG00000083240",1,0,1,2,0,0
"ENSMUSG00000083241",0,0,0,0,0,0
"ENSMUSG00000083242",0,0,0,0,0,0
"ENSMUSG00000083243",0,0,0,0,0,0
"ENSMUSG00000083244",0,0,0,0,0,0
"ENSMUSG00000083245",0,0,0,0,0,0
"ENSMUSG00000083246",0,0,0,0,1,0
"ENSMUSG00000083248",0,0,0,0,0,0
"ENSMUSG00000083249",0,0,0,0,0,0
"ENSMUSG00000083250",0,0,0,0,0,0
"ENSMUSG00000083251",0,0,0,0,0,0
"ENSMUSG00000083252",0,0,0,0,0,0
"ENSMUSG00000083253",0,0,0,1,0,0
"ENSMUSG00000083254",0,0,0,0,0,0
"ENSMUSG00000083255",0,0,0,0,0,0
"ENSMUSG00000083256",0,2,0,0,0,0
"ENSMUSG00000083257",0,0,0,0,0,0
"ENSMUSG00000083258",0,0,1,0,0,0
"ENSMUSG00000083260",0,0,0,0,0,0
"ENSMUSG00000083261",1,1,0,2,1,1
"ENSMUSG00000083262",0,0,0,0,0,0
"ENSMUSG00000083263",0,0,0,0,0,0
"ENSMUSG00000083264",0,0,0,0,0,0
"ENSMUSG00000083267",0,0,0,0,0,0
"ENSMUSG00000083268",0,0,2,0,0,0
"ENSMUSG00000083269",0,0,0,0,0,0
"ENSMUSG00000083270",0,0,0,0,0,0
"ENSMUSG00000083271",0,0,0,0,0,0
"ENSMUSG00000083272",0,0,0,0,0,0
"ENSMUSG00000083274",0,0,0,0,0,0
"ENSMUSG00000083275",5,0,2,0,0,0
"ENSMUSG00000083276",0,0,0,0,0,0
"ENSMUSG00000083277",0,0,0,0,0,0
"ENSMUSG00000083278",0,0,0,0,0,0
"ENSMUSG00000083279",2,0,1,0,0,0
"ENSMUSG00000083280",3,0,0,0,0,0
"ENSMUSG00000083281",0,0,1,0,0,0
"ENSMUSG00000083282",0,7,4,8,0,0
"ENSMUSG00000083283",21,6,14,17,13,12
"ENSMUSG00000083284",0,0,6,3,2,1
"ENSMUSG00000083285",0,0,0,0,0,0
"ENSMUSG00000083287",5,4,1,3,6,5
"ENSMUSG00000083288",0,0,0,0,0,2
"ENSMUSG00000083289",0,0,0,0,0,0
"ENSMUSG00000083290",0,0,0,0,0,0
"ENSMUSG00000083291",5,0,9,1,3,0
"ENSMUSG00000083292",0,0,0,0,0,0
"ENSMUSG00000083293",0,0,0,0,0,0
"ENSMUSG00000083294",0,0,0,0,0,0
"ENSMUSG00000083296",0,0,0,0,0,0
"ENSMUSG00000083297",0,0,0,0,0,0
"ENSMUSG00000083298",0,0,0,0,0,0
"ENSMUSG00000083299",0,0,0,0,0,0
"ENSMUSG00000083300",2,2,2,0,0,5
"ENSMUSG00000083303",0,0,0,0,0,0
"ENSMUSG00000083304",0,0,0,0,0,0
"ENSMUSG00000083305",0,0,0,0,0,0
"ENSMUSG00000083306",0,2,0,0,0,0
"ENSMUSG00000083307",0,0,0,0,0,0
"ENSMUSG00000083309",0,0,0,0,0,0
"ENSMUSG00000083310",0,0,0,0,0,0
"ENSMUSG00000083311",1,0,0,0,0,0
"ENSMUSG00000083312",0,0,0,0,0,0
"ENSMUSG00000083314",0,0,0,0,0,0
"ENSMUSG00000083315",0,0,0,0,0,0
"ENSMUSG00000083316",0,0,0,0,0,0
"ENSMUSG00000083317",0,0,0,0,0,0
"ENSMUSG00000083318",0,0,0,0,0,0
"ENSMUSG00000083319",0,0,0,0,0,0
"ENSMUSG00000083320",0,0,0,0,0,0
"ENSMUSG00000083321",0,0,0,0,0,0
"ENSMUSG00000083324",0,0,0,0,0,0
"ENSMUSG00000083325",0,0,0,0,0,0
"ENSMUSG00000083326",0,0,0,0,0,0
"ENSMUSG00000083327",0,1,1,0,2,0
"ENSMUSG00000083328",1,0,0,0,0,0
"ENSMUSG00000083329",0,0,0,0,0,0
"ENSMUSG00000083330",0,0,0,0,0,0
"ENSMUSG00000083331",0,0,0,0,0,0
"ENSMUSG00000083332",0,0,1,0,0,0
"ENSMUSG00000083333",235,190,202,166,205,131
"ENSMUSG00000083334",0,0,0,0,0,0
"ENSMUSG00000083335",0,0,0,0,0,0
"ENSMUSG00000083336",0,0,0,0,0,0
"ENSMUSG00000083337",0,0,0,1,0,1
"ENSMUSG00000083338",0,0,0,0,0,1
"ENSMUSG00000083339",0,0,0,0,0,0
"ENSMUSG00000083340",0,0,0,0,0,0
"ENSMUSG00000083341",0,0,0,0,0,0
"ENSMUSG00000083342",0,1,0,1,0,5
"ENSMUSG00000083343",0,0,0,0,0,0
"ENSMUSG00000083344",1,0,0,0,0,0
"ENSMUSG00000083345",0,0,0,0,0,0
"ENSMUSG00000083346",0,0,0,0,0,0
"ENSMUSG00000083347",0,0,0,0,0,0
"ENSMUSG00000083348",0,0,0,0,0,0
"ENSMUSG00000083350",0,0,0,0,0,0
"ENSMUSG00000083351",0,0,0,0,0,0
"ENSMUSG00000083352",0,0,0,0,0,0
"ENSMUSG00000083353",0,11,2,0,18,1
"ENSMUSG00000083355",0,0,0,0,0,0
"ENSMUSG00000083356",0,0,0,0,0,0
"ENSMUSG00000083358",0,0,0,0,0,0
"ENSMUSG00000083359",0,0,0,0,0,0
"ENSMUSG00000083361",0,0,0,0,0,0
"ENSMUSG00000083362",0,0,1,0,0,0
"ENSMUSG00000083363",0,0,0,0,0,0
"ENSMUSG00000083364",4,1,2,4,4,2
"ENSMUSG00000083365",0,0,0,0,0,0
"ENSMUSG00000083366",0,0,0,0,0,0
"ENSMUSG00000083367",1,2,0,1,0,1
"ENSMUSG00000083368",0,0,0,0,0,4
"ENSMUSG00000083369",0,0,0,0,0,0
"ENSMUSG00000083371",0,0,0,0,0,0
"ENSMUSG00000083372",0,0,0,0,0,0
"ENSMUSG00000083373",0,0,0,0,1,1
"ENSMUSG00000083374",0,0,0,0,0,0
"ENSMUSG00000083375",0,0,0,0,0,0
"ENSMUSG00000083376",0,0,0,0,0,0
"ENSMUSG00000083377",0,0,5,0,6,0
"ENSMUSG00000083378",0,2,0,0,1,2
"ENSMUSG00000083379",0,0,0,0,0,0
"ENSMUSG00000083380",0,0,0,0,0,0
"ENSMUSG00000083381",0,0,1,0,0,0
"ENSMUSG00000083382",1,0,0,0,0,0
"ENSMUSG00000083383",3,1,0,0,0,0
"ENSMUSG00000083384",3,3,0,0,0,0
"ENSMUSG00000083385",0,0,0,0,0,0
"ENSMUSG00000083386",0,0,0,0,0,0
"ENSMUSG00000083387",0,0,0,0,0,0
"ENSMUSG00000083388",1,0,6,0,0,0
"ENSMUSG00000083389",0,0,0,0,0,0
"ENSMUSG00000083390",0,0,0,0,0,0
"ENSMUSG00000083391",0,0,0,0,0,1
"ENSMUSG00000083392",0,2,0,0,1,1
"ENSMUSG00000083393",0,0,0,0,0,0
"ENSMUSG00000083394",0,0,0,0,0,0
"ENSMUSG00000083395",0,0,0,0,0,0
"ENSMUSG00000083396",6,7,7,0,4,2
"ENSMUSG00000083397",0,0,0,0,0,0
"ENSMUSG00000083398",0,0,0,0,0,1
"ENSMUSG00000083399",0,0,0,0,0,0
"ENSMUSG00000083401",1,1,1,7,1,0
"ENSMUSG00000083402",0,0,0,0,0,0
"ENSMUSG00000083403",266,254,313,318,252,357
"ENSMUSG00000083404",0,0,0,0,0,0
"ENSMUSG00000083405",0,0,0,0,0,0
"ENSMUSG00000083406",0,0,0,0,0,0
"ENSMUSG00000083407",138,120,132,154,85,119
"ENSMUSG00000083409",0,0,0,0,0,0
"ENSMUSG00000083410",0,0,0,0,0,0
"ENSMUSG00000083411",0,0,0,0,0,0
"ENSMUSG00000083412",0,1,0,0,0,0
"ENSMUSG00000083413",0,0,0,0,0,0
"ENSMUSG00000083414",0,0,0,0,0,0
"ENSMUSG00000083416",1,0,0,2,0,0
"ENSMUSG00000083417",0,0,0,0,0,0
"ENSMUSG00000083418",0,0,0,0,0,0
"ENSMUSG00000083419",0,0,0,0,0,0
"ENSMUSG00000083420",0,0,0,0,0,0
"ENSMUSG00000083421",0,0,0,0,0,0
"ENSMUSG00000083422",0,0,0,0,0,0
"ENSMUSG00000083423",0,0,0,0,0,0
"ENSMUSG00000083424",0,0,0,0,0,0
"ENSMUSG00000083425",0,0,0,0,0,0
"ENSMUSG00000083427",0,0,0,0,0,0
"ENSMUSG00000083428",0,0,0,0,0,0
"ENSMUSG00000083429",0,2,1,1,0,0
"ENSMUSG00000083430",0,0,5,0,0,0
"ENSMUSG00000083431",0,0,0,0,0,0
"ENSMUSG00000083432",0,0,0,0,0,0
"ENSMUSG00000083434",0,0,0,0,0,0
"ENSMUSG00000083435",1,0,0,0,0,0
"ENSMUSG00000083436",0,0,0,0,0,0
"ENSMUSG00000083437",0,0,0,0,0,0
"ENSMUSG00000083438",0,0,0,0,0,0
"ENSMUSG00000083439",1,0,2,3,5,1
"ENSMUSG00000083440",0,0,0,0,0,0
"ENSMUSG00000083441",0,0,0,0,0,0
"ENSMUSG00000083443",0,0,0,0,0,0
"ENSMUSG00000083444",0,0,0,0,0,0
"ENSMUSG00000083445",0,0,0,0,0,0
"ENSMUSG00000083446",0,0,0,0,0,0
"ENSMUSG00000083447",0,0,0,0,0,0
"ENSMUSG00000083448",0,0,0,0,0,0
"ENSMUSG00000083449",2,0,0,0,0,1
"ENSMUSG00000083450",0,0,0,0,0,0
"ENSMUSG00000083451",0,0,0,0,0,0
"ENSMUSG00000083452",0,0,0,0,0,0
"ENSMUSG00000083453",0,0,0,0,0,0
"ENSMUSG00000083454",0,0,0,0,0,0
"ENSMUSG00000083455",0,0,0,0,0,0
"ENSMUSG00000083456",0,0,1,0,4,0
"ENSMUSG00000083457",0,0,0,0,0,0
"ENSMUSG00000083458",2,0,0,0,0,1
"ENSMUSG00000083460",27,15,34,35,49,18
"ENSMUSG00000083461",0,0,0,0,0,0
"ENSMUSG00000083462",0,0,0,0,0,0
"ENSMUSG00000083463",0,0,0,0,0,0
"ENSMUSG00000083465",1,0,0,1,0,0
"ENSMUSG00000083466",0,0,0,0,0,0
"ENSMUSG00000083467",0,0,0,0,0,0
"ENSMUSG00000083468",0,0,0,0,0,0
"ENSMUSG00000083469",0,0,0,0,0,0
"ENSMUSG00000083470",0,0,0,0,0,0
"ENSMUSG00000083471",0,0,0,0,0,0
"ENSMUSG00000083472",21,20,34,41,45,25
"ENSMUSG00000083473",0,0,0,0,0,0
"ENSMUSG00000083474",0,0,0,0,0,0
"ENSMUSG00000083475",0,0,0,0,0,1
"ENSMUSG00000083477",0,0,1,1,1,0
"ENSMUSG00000083478",0,0,0,0,0,0
"ENSMUSG00000083481",0,0,0,0,0,0
"ENSMUSG00000083482",0,0,0,0,0,1
"ENSMUSG00000083483",0,0,0,0,0,0
"ENSMUSG00000083484",0,0,0,0,0,0
"ENSMUSG00000083485",3,6,8,9,4,9
"ENSMUSG00000083486",9,14,33,6,18,15
"ENSMUSG00000083487",0,0,0,0,0,0
"ENSMUSG00000083488",0,0,0,0,0,0
"ENSMUSG00000083489",15,13,21,3,4,0
"ENSMUSG00000083490",0,0,0,0,0,0
"ENSMUSG00000083491",0,0,0,0,0,0
"ENSMUSG00000083492",0,0,0,0,0,0
"ENSMUSG00000083493",0,0,0,1,0,0
"ENSMUSG00000083494",0,0,0,0,0,0
"ENSMUSG00000083495",0,0,0,0,0,0
"ENSMUSG00000083496",0,0,0,0,0,0
"ENSMUSG00000083498",0,0,0,0,0,0
"ENSMUSG00000083499",0,0,0,0,0,0
"ENSMUSG00000083500",0,0,0,0,3,0
"ENSMUSG00000083501",0,0,0,0,0,0
"ENSMUSG00000083502",0,0,0,0,0,0
"ENSMUSG00000083503",0,0,0,0,0,0
"ENSMUSG00000083505",0,0,0,0,0,0
"ENSMUSG00000083507",0,0,0,0,5,0
"ENSMUSG00000083508",0,0,0,0,0,0
"ENSMUSG00000083509",0,0,0,0,0,0
"ENSMUSG00000083510",0,0,0,0,0,0
"ENSMUSG00000083512",0,0,0,0,0,0
"ENSMUSG00000083513",0,0,0,0,0,0
"ENSMUSG00000083514",0,0,0,0,0,0
"ENSMUSG00000083515",0,0,0,0,0,0
"ENSMUSG00000083516",1,1,2,0,0,1
"ENSMUSG00000083517",0,0,0,0,0,0
"ENSMUSG00000083518",17,3,31,14,2,12
"ENSMUSG00000083519",0,0,1,0,0,0
"ENSMUSG00000083520",0,1,0,0,0,0
"ENSMUSG00000083522",0,0,0,0,0,0
"ENSMUSG00000083524",0,0,0,0,0,0
"ENSMUSG00000083527",0,0,0,0,0,0
"ENSMUSG00000083528",0,0,0,0,0,0
"ENSMUSG00000083530",1,13,6,15,3,6
"ENSMUSG00000083533",1,0,0,0,0,0
"ENSMUSG00000083534",1,0,0,3,5,0
"ENSMUSG00000083535",0,0,0,0,0,0
"ENSMUSG00000083536",1,3,0,0,2,0
"ENSMUSG00000083537",1,0,0,0,0,2
"ENSMUSG00000083538",0,0,0,0,0,0
"ENSMUSG00000083539",0,0,0,0,0,0
"ENSMUSG00000083541",0,0,0,0,0,0
"ENSMUSG00000083542",0,0,0,0,0,0
"ENSMUSG00000083543",0,0,0,0,0,0
"ENSMUSG00000083544",0,0,0,0,0,0
"ENSMUSG00000083545",0,0,0,0,0,0
"ENSMUSG00000083546",0,0,0,0,0,0
"ENSMUSG00000083547",0,0,0,0,0,0
"ENSMUSG00000083548",46,29,55,49,66,62
"ENSMUSG00000083549",0,0,0,0,0,0
"ENSMUSG00000083550",0,0,0,0,0,0
"ENSMUSG00000083551",0,2,0,0,5,0
"ENSMUSG00000083553",20,6,6,8,4,12
"ENSMUSG00000083554",0,0,0,0,2,0
"ENSMUSG00000083555",0,0,0,0,0,0
"ENSMUSG00000083556",0,0,0,0,0,0
"ENSMUSG00000083557",1,4,3,3,1,0
"ENSMUSG00000083558",0,0,0,0,0,0
"ENSMUSG00000083560",0,0,0,0,0,0
"ENSMUSG00000083561",0,0,0,0,0,0
"ENSMUSG00000083562",0,0,0,0,0,0
"ENSMUSG00000083563",8,12,4,7,6,6
"ENSMUSG00000083564",0,0,0,0,10,0
"ENSMUSG00000083565",0,0,0,0,0,0
"ENSMUSG00000083566",0,1,0,0,0,0
"ENSMUSG00000083567",21,22,14,16,15,34
"ENSMUSG00000083568",0,0,0,0,0,0
"ENSMUSG00000083569",0,0,0,0,0,0
"ENSMUSG00000083570",79,82,59,77,108,93
"ENSMUSG00000083572",0,0,0,0,0,0
"ENSMUSG00000083573",0,0,0,0,0,0
"ENSMUSG00000083574",0,0,0,0,0,0
"ENSMUSG00000083576",0,0,1,3,0,0
"ENSMUSG00000083577",0,0,0,0,0,0
"ENSMUSG00000083579",0,0,0,0,0,0
"ENSMUSG00000083580",0,0,1,0,0,0
"ENSMUSG00000083581",0,0,0,0,0,0
"ENSMUSG00000083582",0,0,0,0,0,1
"ENSMUSG00000083584",0,8,0,0,0,0
"ENSMUSG00000083585",0,0,0,2,0,0
"ENSMUSG00000083586",0,0,0,0,0,0
"ENSMUSG00000083587",0,0,0,0,0,0
"ENSMUSG00000083588",0,0,0,2,0,0
"ENSMUSG00000083590",0,0,0,0,0,0
"ENSMUSG00000083592",0,0,0,0,0,0
"ENSMUSG00000083594",0,0,0,0,0,0
"ENSMUSG00000083595",2,0,1,0,2,2
"ENSMUSG00000083596",0,0,0,0,0,0
"ENSMUSG00000083597",0,0,0,0,0,0
"ENSMUSG00000083598",0,0,0,0,0,0
"ENSMUSG00000083599",1,3,4,0,5,0
"ENSMUSG00000083601",0,2,0,0,0,0
"ENSMUSG00000083602",0,0,0,0,0,0
"ENSMUSG00000083603",0,0,0,0,0,0
"ENSMUSG00000083605",0,0,0,0,0,0
"ENSMUSG00000083606",0,0,0,0,0,0
"ENSMUSG00000083607",0,0,0,0,0,0
"ENSMUSG00000083608",0,0,0,0,0,0
"ENSMUSG00000083609",0,0,0,0,0,0
"ENSMUSG00000083610",0,0,0,0,0,1
"ENSMUSG00000083611",0,0,0,0,0,0
"ENSMUSG00000083613",0,0,0,0,0,0
"ENSMUSG00000083614",0,0,0,0,0,0
