human_ensembl,mouse_ensembl,human_symbol_original,human_symbol_hgnc,mouse_symbol,hgnc_resolved,protein_coding_hgnc,present_archs4_human,present_archs4_mouse,expressed_tcga,expressed_tcga_exact_old_symbol,expressed_osdr,has_human_exon_length,has_mouse_exon_length,in_current_vocab,unique_pair_after_hgnc,eligible_reconciled,eligible_with_exact_tcga_symbol,training_ready
ENSG00000188032,ENSMUSG00000046408,C19ORF67,C19ORF67,1700067K01Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000262874,ENSMUSG00000118553,C19ORF84,C19ORF84,Gm38999,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000180999,ENSMUSG00000086277,C1ORF105,C1ORF105,4930558K02Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000162817,ENSMUSG00000039349,C1ORF115,C1ORF115,C130074G19Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000182795,ENSMUSG00000042510,C1ORF116,C1ORF116,AA986860,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000197982,ENSMUSG00000078570,C1ORF122,C1ORF122,1110065P20Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000203910,ENSMUSG00000089798,C1ORF146,C1ORF146,1700028K03Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000131591,ENSMUSG00000059939,C1ORF159,C1ORF159,9430015G10Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000143110,ENSMUSG00000074342,C1ORF162,C1ORF162,I830077J02Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000198912,ENSMUSG00000047613,C1ORF174,C1ORF174,A430005L14Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000119280,ENSMUSG00000031983,C1ORF198,C1ORF198,2310022B05Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000116667,ENSMUSG00000032666,C1ORF21,C1ORF21,1700025G04Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000253313,ENSMUSG00000028536,C1ORF210,C1ORF210,2610528J11Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000142686,ENSMUSG00000073755,C1ORF216,C1ORF216,5730409E04Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000143793,ENSMUSG00000020441,C1ORF35,C1ORF35,2310033P09Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000164008,ENSMUSG00000078584,C1ORF50,C1ORF50,AU022252,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000162642,ENSMUSG00000036873,C1ORF52,C1ORF52,2410004B18Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000203724,ENSMUSG00000079283,C1ORF53,C1ORF53,2310009B15Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000118292,ENSMUSG00000038543,C1ORF54,C1ORF54,BC028528,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000143443,ENSMUSG00000068860,C1ORF56,C1ORF56,Gm128,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000162757,ENSMUSG00000079144,C1ORF74,C1ORF74,A130010J15Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000162598,ENSMUSG00000078639,C1ORF87,C1ORF87,Gm12695,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000142698,ENSMUSG00000028813,C1ORF94,C1ORF94,CK137956,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000215595,ENSMUSG00000087035,C20ORF202,C20ORF202,Tmem74bos,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000196421,ENSMUSG00000108976,C20ORF204,C20ORF204,Gm29797,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000222018,ENSMUSG00000051728,C21ORF140,C21ORF140,Fam243,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000154642,ENSMUSG00000022864,C21ORF91,C21ORF91,D16Ertd472e,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000169314,ENSMUSG00000050157,C22ORF15,C22ORF15,Gm867,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000128346,ENSMUSG00000033029,C22ORF23,C22ORF23,1700088E04Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000242259,ENSMUSG00000071632,C22ORF39,C22ORF39,2510002D24Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000115998,ENSMUSG00000046679,C2ORF42,C2ORF42,C87436,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000187944,ENSMUSG00000109809,C2ORF66,C2ORF66,Gm34066,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000168887,ENSMUSG00000058706,C2ORF68,C2ORF68,0610030E20Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000178074,ENSMUSG00000038323,C2ORF69,C2ORF69,1700066M21Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000204128,ENSMUSG00000026227,C2ORF72,C2ORF72,2810459M11Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000186132,ENSMUSG00000026388,C2ORF76,C2ORF76,3110009E18Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000188674,ENSMUSG00000044816,C2ORF80,C2ORF80,D630023F18Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000284308,ENSMUSG00000030030,C2ORF81,C2ORF81,1700003E16Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000088543,ENSMUSG00000037977,C3ORF18,C3ORF18,6430571L13Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000179021,ENSMUSG00000059920,C3ORF38,C3ORF38,4930453N24Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000163632,ENSMUSG00000079357,C3ORF49,C3ORF49,Gm11100,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000114529,ENSMUSG00000033187,C3ORF52,C3ORF52,BC016579,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000188315,ENSMUSG00000032611,C3ORF62,C3ORF62,1700102P08Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000187068,ENSMUSG00000043391,C3ORF70,C3ORF70,2510009E07Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000180044,ENSMUSG00000046999,C3ORF80,C3ORF80,1110032F04Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000241224,ENSMUSG00000110573,C3ORF85,C3ORF85,Gm5485,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000138813,ENSMUSG00000012042,C4ORF17,C4ORF17,4930579F01Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000151470,ENSMUSG00000025766,C4ORF33,C4ORF33,D3Ertd751e,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000163633,ENSMUSG00000029320,C4ORF36,C4ORF36,1700016H13Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000205208,ENSMUSG00000027811,C4ORF46,C4ORF46,4930579G24Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000237136,ENSMUSG00000031682,C4ORF51,C4ORF51,1700011L22Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000248713,ENSMUSG00000090066,C4ORF54,C4ORF54,1110002E22Rik,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000113583,ENSMUSG00000036275,C5ORF15,C5ORF15,9530068E07Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000082213,ENSMUSG00000022195,C5ORF22,C5ORF22,6030458C11Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000181904,ENSMUSG00000045767,C5ORF24,C5ORF24,B230219D22Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000172244,ENSMUSG00000062822,C5ORF34,C5ORF34,4833420G17Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000178776,ENSMUSG00000071858,C5ORF46,C5ORF46,Gm94,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000164241,ENSMUSG00000024592,C5ORF63,C5ORF63,C330018D20Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000185127,ENSMUSG00000050088,C6ORF120,C6ORF120,1600012H06Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000188112,ENSMUSG00000034382,C6ORF132,C6ORF132,AI661453,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000203872,ENSMUSG00000071015,C6ORF163,C6ORF163,Gm136,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000204439,ENSMUSG00000043311,C6ORF47,C6ORF47,D17H6S53E,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000184530,ENSMUSG00000015519,C6ORF58,C6ORF58,2310057J18Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000112308,ENSMUSG00000019132,C6ORF62,C6ORF62,BC005537,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000198663,ENSMUSG00000052712,C6ORF89,C6ORF89,BC004004,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000136197,ENSMUSG00000039182,C7ORF25,C7ORF25,AW209491,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000164746,ENSMUSG00000040978,C7ORF57,C7ORF57,Gm11992,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000182307,ENSMUSG00000063236,C8ORF33,C8ORF33,1110038F14Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000165084,ENSMUSG00000057715,C8ORF34,C8ORF34,A830018L16Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000241852,ENSMUSG00000044551,C8ORF58,C8ORF58,9930012K11Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000171060,ENSMUSG00000021961,C8ORF74,C8ORF74,4930578I06Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000189376,ENSMUSG00000101892,C8ORF76,C8ORF76,9130401M01Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000213563,ENSMUSG00000116138,C8ORF82,C8ORF82,C030006K11Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000253250,ENSMUSG00000086587,C8ORF88,C8ORF88,Gm11837,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000274443,ENSMUSG00000067795,C8ORF89,C8ORF89,4930444P10Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000188959,ENSMUSG00000052117,C9ORF152,C9ORF152,D630039A03Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000135045,ENSMUSG00000047044,C9ORF40,C9ORF40,D030056L22Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000147894,ENSMUSG00000028300,C9ORF72,C9ORF72,C9orf72,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000136819,ENSMUSG00000026851,C9ORF78,C9ORF78,BC005624,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000155621,ENSMUSG00000035171,C9ORF85,C9ORF85,1110059E24Rik,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000110619,ENSMUSG00000010755,CARS1,CARS1,Cars1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000255359,ENSMUSG00000094445,CCDC179,CCDC179,Ccdc179,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000196553,ENSMUSG00000099418,CCDC196,CCDC196,Ccdc196,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000100557,ENSMUSG00000021850,CCDC198,CCDC198,Ccdc198,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000186166,ENSMUSG00000043923,CENATAC,CENATAC,Cenatac,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000114405,ENSMUSG00000033111,CEP15,CEP15,Cep15,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000157330,ENSMUSG00000028589,CFAP107,CFAP107,Cfap107,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000196118,ENSMUSG00000057176,CFAP119,CFAP119,Cfap119,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000163263,ENSMUSG00000118506,CFAP141,CFAP141,Cfap141,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000154479,ENSMUSG00000070883,CFAP210,CFAP210,Cfap210,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000158023,ENSMUSG00000029442,CFAP251,CFAP251,Cfap251,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000103021,ENSMUSG00000036598,CFAP263,CFAP263,Ccdc113,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000179902,ENSMUSG00000027886,CFAP276,CFAP276,Cfap276,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000137720,ENSMUSG00000037971,CFAP68,CFAP68,Cfap68,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000215217,ENSMUSG00000021534,CFAP90,CFAP90,Cfap90,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000114656,ENSMUSG00000089997,CFAP92,CFAP92,Cfap92,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000204711,ENSMUSG00000033053,CFAP95,CFAP95,Cfap95,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000205129,ENSMUSG00000071103,CFAP96,CFAP96,Cfap96,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000141371,ENSMUSG00000018479,CHCT1,CHCT1,Chct1,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000133048,ENSMUSG00000064246,CHI3L1,CHI3L1,Chi3l1,True,True,True,True,True,True,True,True,True,False,True,True,True,True
ENSG00000146540,ENSMUSG00000053553,CHLSN,CHLSN,Chlsn,True,True,True,True,True,False,True,True,True,False,True,True,False,True
