human_ensembl,mouse_ensembl,human_symbol_original,human_symbol_hgnc,mouse_symbol,hgnc_resolved,protein_coding_hgnc,present_archs4_human,present_archs4_mouse,expressed_tcga,expressed_tcga_exact_old_symbol,expressed_osdr,has_human_exon_length,has_mouse_exon_length,in_current_vocab,unique_pair_after_hgnc,eligible_reconciled,eligible_with_exact_tcga_symbol,training_ready
ENSG00000124608,ENSMUSG00000023938,AARS2,AARS2,Aars2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000266967,ENSMUSG00000075528,AARSD1,AARSD1,Aarsd1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000157426,ENSMUSG00000055923,AASDH,AASDH,Aasdh,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000149313,ENSMUSG00000025894,AASDHPPT,AASDHPPT,Aasdhppt,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000008311,ENSMUSG00000029695,AASS,AASS,Aass,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000275700,ENSMUSG00000018697,AATF,AATF,Aatf,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000183044,ENSMUSG00000057880,ABAT,ABAT,Abat,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000165029,ENSMUSG00000015243,ABCA1,ABCA1,Abca1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000144452,ENSMUSG00000050296,ABCA12,ABCA12,Abca12,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000179869,ENSMUSG00000004668,ABCA13,ABCA13,Abca13,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000107331,ENSMUSG00000026944,ABCA2,ABCA2,Abca2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000167972,ENSMUSG00000024130,ABCA3,ABCA3,Abca3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000198691,ENSMUSG00000028125,ABCA4,ABCA4,Abca4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000154265,ENSMUSG00000018800,ABCA5,ABCA5,Abca5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000154262,ENSMUSG00000044749,ABCA6,ABCA6,Abca6,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000064687,ENSMUSG00000035722,ABCA7,ABCA7,Abca7,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000141338,ENSMUSG00000020620,ABCA8,ABCA8,Abca8b,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000154258,ENSMUSG00000041797,ABCA9,ABCA9,Abca9,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000135776,ENSMUSG00000031974,ABCB10,ABCB10,Abcb10,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000073734,ENSMUSG00000027048,ABCB11,ABCB11,Abcb11,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000005471,ENSMUSG00000042476,ABCB4,ABCB4,Abcb4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000004846,ENSMUSG00000072791,ABCB5,ABCB5,Abcb5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000115657,ENSMUSG00000026198,ABCB6,ABCB6,Abcb6,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000131269,ENSMUSG00000031333,ABCB7,ABCB7,Abcb7,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000197150,ENSMUSG00000028973,ABCB8,ABCB8,Abcb8,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000150967,ENSMUSG00000029408,ABCB9,ABCB9,Abcb9,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000103222,ENSMUSG00000023088,ABCC1,ABCC1,Abcc1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000124574,ENSMUSG00000032842,ABCC10,ABCC10,Abcc10,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000140798,ENSMUSG00000036872,ABCC12,ABCC12,Abcc12,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000023839,ENSMUSG00000025194,ABCC2,ABCC2,Abcc2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000108846,ENSMUSG00000020865,ABCC3,ABCC3,Abcc3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000125257,ENSMUSG00000032849,ABCC4,ABCC4,Abcc4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000114770,ENSMUSG00000022822,ABCC5,ABCC5,Abcc5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000091262,ENSMUSG00000030834,ABCC6,ABCC6,Abcc6,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000006071,ENSMUSG00000040136,ABCC8,ABCC8,Abcc8,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000069431,ENSMUSG00000030249,ABCC9,ABCC9,Abcc9,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000101986,ENSMUSG00000031378,ABCD1,ABCD1,Abcd1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000173208,ENSMUSG00000055782,ABCD2,ABCD2,Abcd2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000117528,ENSMUSG00000028127,ABCD3,ABCD3,Abcd3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000119688,ENSMUSG00000021240,ABCD4,ABCD4,Abcd4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000164163,ENSMUSG00000058355,ABCE1,ABCE1,Abce1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000204574,ENSMUSG00000038762,ABCF1,ABCF1,Abcf1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000033050,ENSMUSG00000028953,ABCF2,ABCF2,Abcf2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000161204,ENSMUSG00000003234,ABCF3,ABCF3,Abcf3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000160179,ENSMUSG00000024030,ABCG1,ABCG1,Abcg1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000172350,ENSMUSG00000032131,ABCG4,ABCG4,Abcg4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000138075,ENSMUSG00000040505,ABCG5,ABCG5,Abcg5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000143921,ENSMUSG00000024254,ABCG8,ABCG8,Abcg8,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000143994,ENSMUSG00000006638,ABHD1,ABHD1,Abhd1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000144827,ENSMUSG00000033157,ABHD10,ABHD10,Abhd10,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000106077,ENSMUSG00000040532,ABHD11,ABHD11,Abhd11,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000100997,ENSMUSG00000032046,ABHD12,ABHD12,Abhd12,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000131969,ENSMUSG00000090121,ABHD12B,ABHD12B,Abhd12b,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000139826,ENSMUSG00000040396,ABHD13,ABHD13,Abhd13,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000248487,ENSMUSG00000042210,ABHD14A,ABHD14A,Abhd14a,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000114779,ENSMUSG00000042073,ABHD14B,ABHD14B,Abhd14b,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000168792,ENSMUSG00000000686,ABHD15,ABHD15,Abhd15,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000204427,ENSMUSG00000007036,ABHD16A,ABHD16A,Abhd16a,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000183260,ENSMUSG00000055882,ABHD16B,ABHD16B,Abhd16b,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000129968,ENSMUSG00000003346,ABHD17A,ABHD17A,Abhd17a,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000107362,ENSMUSG00000047368,ABHD17B,ABHD17B,Abhd17b,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000136379,ENSMUSG00000038459,ABHD17C,ABHD17C,Abhd17c,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000164074,ENSMUSG00000037818,ABHD18,ABHD18,Abhd18,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000140526,ENSMUSG00000039202,ABHD2,ABHD2,Abhd2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000158201,ENSMUSG00000002475,ABHD3,ABHD3,Abhd3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000100439,ENSMUSG00000040997,ABHD4,ABHD4,Abhd4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000011198,ENSMUSG00000032540,ABHD5,ABHD5,Abhd5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000163686,ENSMUSG00000025277,ABHD6,ABHD6,Abhd6,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000127220,ENSMUSG00000007950,ABHD8,ABHD8,Abhd8,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000136754,ENSMUSG00000058835,ABI1,ABI1,Abi1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000138443,ENSMUSG00000026782,ABI2,ABI2,Abi2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000108798,ENSMUSG00000018381,ABI3,ABI3,Abi3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000154175,ENSMUSG00000035258,ABI3BP,ABI3BP,Abi3bp,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000119328,ENSMUSG00000038827,ABITRAM,ABITRAM,Abitram,True,True,True,True,True,False,True,True,True,True,True,True,False,True
ENSG00000097007,ENSMUSG00000026842,ABL1,ABL1,Abl1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000143322,ENSMUSG00000026596,ABL2,ABL2,Abl2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000099204,ENSMUSG00000025085,ABLIM1,ABLIM1,Ablim1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000163995,ENSMUSG00000029095,ABLIM2,ABLIM2,Ablim2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000173210,ENSMUSG00000032735,ABLIM3,ABLIM3,Ablim3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000175164,ENSMUSG00000015787,ABO,ABO,Abo,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000159842,ENSMUSG00000017631,ABR,ABR,Abr,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000174429,ENSMUSG00000042895,ABRA,ABRA,Abra,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000146386,ENSMUSG00000078453,ABRACL,ABRACL,Abracl,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000163322,ENSMUSG00000035234,ABRAXAS1,ABRAXAS1,Abraxas1,True,True,True,True,True,False,True,True,True,True,True,True,False,True
ENSG00000165660,ENSMUSG00000030965,ABRAXAS2,ABRAXAS2,Abraxas2,True,True,True,True,True,False,True,True,True,True,True,True,False,True
ENSG00000146109,ENSMUSG00000036376,ABT1,ABT1,Abt1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000114626,ENSMUSG00000030083,ABTB1,ABTB1,Abtb1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000166016,ENSMUSG00000032724,ABTB2,ABTB2,Abtb2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000151136,ENSMUSG00000020042,ABTB3,ABTB3,Abtb3,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000167315,ENSMUSG00000036880,ACAA2,ACAA2,Acaa2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000278540,ENSMUSG00000020532,ACACA,ACACA,Acaca,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000076555,ENSMUSG00000042010,ACACB,ACACB,Acacb,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000240303,ENSMUSG00000090150,ACAD11,ACAD11,Acad11,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000151498,ENSMUSG00000031969,ACAD8,ACAD8,Acad8,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000177646,ENSMUSG00000027710,ACAD9,ACAD9,Acad9,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000115361,ENSMUSG00000026003,ACADL,ACADL,Acadl,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000117054,ENSMUSG00000062908,ACADM,ACADM,Acadm,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000122971,ENSMUSG00000029545,ACADS,ACADS,Acads,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000196177,ENSMUSG00000030861,ACADSB,ACADSB,Acadsb,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000072778,ENSMUSG00000018574,ACADVL,ACADVL,Acadvl,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000157766,ENSMUSG00000030607,ACAN,ACAN,Acan,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000072818,ENSMUSG00000001588,ACAP1,ACAP1,Acap1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000114331,ENSMUSG00000049076,ACAP2,ACAP2,Acap2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000131584,ENSMUSG00000029033,ACAP3,ACAP3,Acap3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000075239,ENSMUSG00000032047,ACAT1,ACAT1,Acat1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000182827,ENSMUSG00000026499,ACBD3,ACBD3,Acbd3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000181513,ENSMUSG00000056938,ACBD4,ACBD4,Acbd4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000107897,ENSMUSG00000026781,ACBD5,ACBD5,Acbd5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000230124,ENSMUSG00000033701,ACBD6,ACBD6,Acbd6,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000176244,ENSMUSG00000026644,ACBD7,ACBD7,Acbd7,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000110455,ENSMUSG00000040272,ACCS,ACCS,Accs,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000205126,ENSMUSG00000075023,ACCSL,ACCSL,Accsl,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000102977,ENSMUSG00000038000,ACD,ACD,Acd,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000159640,ENSMUSG00000020681,ACE,ACE,Ace,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000130234,ENSMUSG00000015405,ACE2,ACE2,Ace2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000167769,ENSMUSG00000045019,ACER1,ACER1,Acer1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000177076,ENSMUSG00000038007,ACER2,ACER2,Acer2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000078124,ENSMUSG00000030760,ACER3,ACER3,Acer3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000087085,ENSMUSG00000023328,ACHE,ACHE,Ache,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000100813,ENSMUSG00000022185,ACIN1,ACIN1,Acin1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000213088,ENSMUSG00000037872,ACKR1,ACKR1,Ackr1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000144648,ENSMUSG00000044534,ACKR2,ACKR2,Ackr2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000144476,ENSMUSG00000044337,ACKR3,ACKR3,Ackr3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000129048,ENSMUSG00000079355,ACKR4,ACKR4,Ackr4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000166856,ENSMUSG00000058396,GPR182,ACKR5,Gpr182,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000131473,ENSMUSG00000020917,ACLY,ACLY,Acly,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000153086,ENSMUSG00000026348,ACMSD,ACMSD,Acmsd,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000122729,ENSMUSG00000028405,ACO1,ACO1,Aco1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000100412,ENSMUSG00000022477,ACO2,ACO2,Aco2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000102794,ENSMUSG00000022126,ACOD1,ACOD1,Acod1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000162390,ENSMUSG00000034853,ACOT11,ACOT11,Acot11,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000172497,ENSMUSG00000021620,ACOT12,ACOT12,Acot12,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000112304,ENSMUSG00000006717,ACOT13,ACOT13,Acot13,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000177465,ENSMUSG00000052392,ACOT4,ACOT4,Acot4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000205669,ENSMUSG00000043487,ACOT6,ACOT6,Acot6,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000097021,ENSMUSG00000028937,ACOT7,ACOT7,Acot7,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000101473,ENSMUSG00000017307,ACOT8,ACOT8,Acot8,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000161533,ENSMUSG00000020777,ACOX1,ACOX1,Acox1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000168306,ENSMUSG00000021751,ACOX2,ACOX2,Acox2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000087008,ENSMUSG00000029098,ACOX3,ACOX3,Acox3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000153093,ENSMUSG00000027380,ACOXL,ACOXL,Acoxl,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000143727,ENSMUSG00000044573,ACP1,ACP1,Acp1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000134575,ENSMUSG00000002103,ACP2,ACP2,Acp2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000014257,ENSMUSG00000032561,ACP3,ACP3,Acp3,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000142513,ENSMUSG00000012777,ACP4,ACP4,Acp4,True,True,True,True,True,False,True,True,True,True,True,True,False,True
ENSG00000102575,ENSMUSG00000001348,ACP5,ACP5,Acp5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000162836,ENSMUSG00000028093,ACP6,ACP6,Acp6,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000183760,ENSMUSG00000037469,ACP7,ACP7,Acp7,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000100312,ENSMUSG00000022622,ACR,ACR,Acr,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000111644,ENSMUSG00000072770,ACRBP,ACRBP,Acrbp,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000134940,ENSMUSG00000032110,ACRV1,ACRV1,Acrv1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000103740,ENSMUSG00000032281,ACSBG1,ACSBG1,Acsbg1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000130377,ENSMUSG00000024207,ACSBG2,ACSBG2,Acsbg2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000167107,ENSMUSG00000076435,ACSF2,ACSF2,Acsf2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000176715,ENSMUSG00000015016,ACSF3,ACSF3,Acsf3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000151726,ENSMUSG00000018796,ACSL1,ACSL1,Acsl1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000123983,ENSMUSG00000032883,ACSL3,ACSL3,Acsl3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000068366,ENSMUSG00000031278,ACSL4,ACSL4,Acsl4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000197142,ENSMUSG00000024981,ACSL5,ACSL5,Acsl5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000164398,ENSMUSG00000020333,ACSL6,ACSL6,Acsl6,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000166743,ENSMUSG00000033533,ACSM1,ACSM1,Acsm1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000005187,ENSMUSG00000030935,ACSM3,ACSM3,Acsm3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000215009,ENSMUSG00000047026,ACSM4,ACSM4,Acsm4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000183549,ENSMUSG00000030972,ACSM5,ACSM5,Acsm5,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000154930,ENSMUSG00000027452,ACSS1,ACSS1,Acss1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000131069,ENSMUSG00000027605,ACSS2,ACSS2,Acss2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000111058,ENSMUSG00000035948,ACSS3,ACSS3,Acss3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000143632,ENSMUSG00000031972,ACTA1,ACTA1,Acta1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000107796,ENSMUSG00000035783,ACTA2,ACTA2,Acta2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000075624,ENSMUSG00000029580,ACTB,ACTB,Actb,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000169067,ENSMUSG00000055194,ACTBL2,ACTBL2,Actbl2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000159251,ENSMUSG00000068614,ACTC1,ACTC1,Actc1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000184009,ENSMUSG00000062825,ACTG1,ACTG1,Actg1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000163017,ENSMUSG00000059430,ACTG2,ACTG2,Actg2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000288649,ENSMUSG00000078129,ACTL10,ACTL10,Actl10,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000136518,ENSMUSG00000027671,ACTL6A,ACTL6A,Actl6a,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000077080,ENSMUSG00000029712,ACTL6B,ACTL6B,Actl6b,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000187003,ENSMUSG00000070979,ACTL7A,ACTL7A,Actl7a,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000148156,ENSMUSG00000070980,ACTL7B,ACTL7B,Actl7b,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000181786,ENSMUSG00000092519,ACTL9,ACTL9,Actl9,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000188493,ENSMUSG00000078786,ACTMAP,ACTMAP,Actmap,True,True,True,True,True,False,True,True,True,False,True,True,False,True
ENSG00000072110,ENSMUSG00000015143,ACTN1,ACTN1,Actn1,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000077522,ENSMUSG00000052374,ACTN2,ACTN2,Actn2,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000248746,ENSMUSG00000006457,ACTN3,ACTN3,Actn3,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000130402,ENSMUSG00000054808,ACTN4,ACTN4,Actn4,True,True,True,True,True,True,True,True,True,True,True,True,True,True
ENSG00000131966,ENSMUSG00000021076,ACTR10,ACTR10,Actr10,True,True,True,True,True,True,True,True,True,True,True,True,True,True
